timeCode,partnerCountryCode,Value,
2014,534,14249205576,694
2014,223,9495353411,694
2014,138,7878846091,694
2014,184,7848861727,694
2014,199,5124185691,694
2014,132,4996081818,694
2014,134,4697141455,694
2014,158,4076339842,694
2014,112,3665778818,694
2014,111,3492793974,694
2014,536,3005727913,694
2014,542,2814209652,694
2014,662,2428917979,694
2014,924,2413689971,694
2014,652,2139248933,694
2014,144,1576476000,694
2014,193,1476114892,694
2014,136,1202451909,694
2014,578,972715639.6,694
2014,622,856340555.5,694
2014,146,772306640.5,694
2014,182,670222727.3,694
2014,298,541879566.5,694
2014,293,531347019,694
2014,273,529751232,694
2014,528,521608181.8,694
2014,722,475513283.6,694
2014,128,439802454.5,694
2014,122,395341909.1,694
2014,156,394671855.8,694
2014,548,252975488.2,694
2014,213,242322561,694
2014,124,214124818.2,694
2014,142,154927372.4,694
2014,692,147913738.9,694
2014,463,133569591.2,694
2014,186,122195051.8,694
2014,960,119098181.8,694
2014,196,90769329.74,694
2014,638,85319002.67,694
2014,532,67290168.09,694
2014,686,39029636.36,694
2014,748,32600357.01,694
2014,564,27732819.06,694
2014,628,24376052.57,694
2014,646,20696173.8,694
2014,964,18368181.82,694
2014,664,16987108.09,694
2014,678,16033339,694
2014,922,15023804.55,694
2014,918,14630909.09,694
2014,566,14141457,694
2014,174,14081636.36,694
2014,742,13664984.95,694
2014,656,12869819.91,694
2014,926,7190586.364,694
2014,913,5928090.909,694
2014,576,5516796.921,694
2014,456,4409253.331,694
2014,469,3999694.545,694
2014,935,3782181.818,694
2014,446,3096253.948,694
2014,634,2610767.027,694
2014,674,2587062.069,694
2014,968,2130727.273,694
2014,439,2082074.264,694
2014,466,2073115.836,694
2014,626,1957092.952,694
2014,178,1857727.273,694
2014,744,1768520.14,694
2014,453,1705578.096,694
2014,682,1671257.686,694
2014,614,1528794.044,694
2014,612,1390089.42,694
2014,513,1335488.425,694
2014,436,1272727.273,694
2014,746,1139180.159,694
2014,172,1121090.909,694
2014,939,974272.7273,694
2014,636,934935.4291,694
2014,732,756363.6364,694
2014,754,737582.2786,694
2014,474,720513.1525,694
2014,524,593772.4433,694
2014,423,440909.0909,694
2014,624,412404.1572,694
2014,962,338889.8899,694
2014,644,261576.4312,694
2014,258,215090.9091,694
2014,698,176979.0989,694
2014,228,141193.6636,694
2014,253,141126.3636,694
2014,944,94818.18182,694
2014,941,83181.81818,694
2014,738,77317.17577,694
2014,316,72204.85438,694
2014,684,63266.36364,694
2014,233,63258.18182,694
2014,616,41353.45783,694
2014,449,38789.45502,694
2014,921,27000,694
2014,936,26000,694
2014,866,21790.06812,694
2014,916,20980.76518,694
2014,218,20288.18182,694
2014,912,19181.81818,694
2014,946,14818.18182,694
2014,839,12301.06259,694
2014,238,11918.80909,694
2014,288,11564,694
2014,546,10440.811,694
2014,181,9090.909091,694
2014,419,8939.645293,694
2014,734,7669.678192,694
2014,319,7322.608595,694
2014,364,4976.126268,694
2014,176,3895.350508,694
2014,278,2563.436764,694
2014,243,2532.982442,694
2014,137,2272.727273,694
2014,343,1950.909091,694
2014,915,1646.527273,694
2014,923,1176.431253,694
2014,248,1129.090909,694
2014,961,1090.909091,694
2014,366,103.2948756,694
