timeCode,partnerCountryCode,Value,
2014,243,39304971.94,362
2014,111,16637085.45,362
2014,366,14185593.96,362
2014,311,10948199.04,362
2014,321,10666232.43,362
2014,369,10257102.69,362
2014,316,9569359.168,362
2014,112,8588727.273,362
2014,328,7257735.513,362
2014,336,4995030.071,362
2014,364,3684833.588,362
2014,556,3548915.828,362
2014,361,2669220.456,362
2014,343,1953160,362
2014,132,873636.3636,362
2014,339,847126.7264,362
2014,353,504433.0614,362
2014,138,496636.3636,362
2014,528,306363.6364,362
2014,156,288281.5942,362
2014,134,155636.3636,362
2014,578,148759.5948,362
2014,128,144363.6364,362
2014,534,108520,362
2014,648,103751.3651,362
2014,513,69308.44755,362
2014,193,60400.35263,362
2014,136,55545.45455,362
2014,924,30219.09091,362
2014,233,29596.36364,362
2014,199,24348.72371,362
2014,223,24041,362
2014,922,23846.36364,362
2014,314,23034.02743,362
2014,144,21909.09091,362
2014,146,21132.26208,362
2014,716,20708.01177,362
2014,542,16007.27273,362
2014,313,10354.00588,362
2014,536,7422.727273,362
2014,184,6363.636364,362
2014,954,5071.349821,362
2014,926,4855.454545,362
2014,319,2712.209776,362
2014,839,2711.101082,362
2014,142,2227.635237,362
2014,178,2000,362
2014,158,1901.678784,362
2014,124,1636.363636,362
2014,172,1636.363636,362
2014,186,1617.272727,362
2014,293,1208,362
2014,456,1105.492173,362
2014,546,956.0326957,362
2014,122,545.4545455,362
2014,928,422.6124851,362
2014,674,254.6771208,362
2014,238,89.96363636,362
2014,253,47.27272727,362
