timeCode,partnerCountryCode,Value,
2014,924,34483878.18,648
2014,534,32962767.27,648
2014,112,8218181.818,648
2014,132,4402909.091,648
2014,136,2490818.182,648
2014,138,1861545.455,648
2014,184,1816454.545,648
2014,654,1511420.876,648
2014,578,1458962.7,648
2014,722,1394885.455,648
2014,124,1240909.091,648
2014,199,1151965.499,648
2014,134,1081545.455,648
2014,652,953490.6556,648
2014,656,687346.8899,648
2014,682,507261.635,648
2014,319,486345.1399,648
2014,576,325948.527,648
2014,111,271304.5455,648
2014,638,238979.7921,648
2014,564,227604.2431,648
2014,913,214363.6364,648
2014,738,204285.9812,648
2014,193,194730.8442,648
2014,542,179702.7273,648
2014,528,174545.4545,648
2014,678,173885.3732,648
2014,469,162428.1818,648
2014,724,152581.5361,648
2014,362,142535.6654,648
2014,622,130397.703,648
2014,548,104257.2727,648
2014,156,62354.2805,648
2014,186,53227.27273,648
2014,336,45784.00082,648
2014,744,39240.79801,648
2014,122,38636.36364,648
2014,172,35545.45455,648
2014,243,34614.23369,648
2014,223,34041,648
2014,144,22636.36364,648
2014,353,22346.36872,648
2014,916,21837.26437,648
2014,316,21447.60978,648
2014,961,19636.36364,648
2014,158,19078.06245,648
2014,624,17028.61833,648
2014,536,13022.72727,648
2014,612,9991.259135,648
2014,446,9706.427273,648
2014,742,8484.203579,648
2014,754,7094.769241,648
2014,684,6889.090909,648
2014,694,6809.635317,648
2014,456,6004.339843,648
2014,146,5499.340079,648
2014,662,4631.76978,648
2014,644,4606.235051,648
2014,524,4075.062105,648
2014,196,2364.622031,648
2014,142,1608.893231,648
2014,944,1363.636364,648
2014,532,1289.15818,648
2014,178,1090.909091,648
2014,218,1018.181818,648
2014,128,1000,648
2014,964,909.0909091,648
2014,213,734.5329777,648
2014,174,636.3636364,648
2014,664,505.8845799,648
2014,268,399.0909091,648
2014,233,191.8181818,648
2014,698,169.318848,648
2014,176,93.36290984,648
2014,293,74,648
2014,922,36.36363636,648
