timeCode,partnerCountryCode,Value,
2014,111,28655653008,582
2014,924,14905643525,582
2014,158,14704211753,582
2014,542,7144018830,582
2014,532,5203258260,582
2014,134,5185127896,582
2014,466,4627694922,582
2014,193,3990144154,582
2014,548,3930752662,582
2014,138,3769370244,582
2014,112,3652116025,582
2014,578,3475773008,582
2014,576,2932751873,582
2014,536,2890666860,582
2014,136,2744725741,582
2014,522,2666528557,582
2014,184,2565476799,582
2014,534,2460910575,582
2014,132,2398711044,582
2014,566,2321046154,582
2014,528,2305664277,582
2014,122,2159810960,582
2014,156,2081481554,582
2014,124,1807313496,582
2014,922,1727640651,582
2014,186,1507769817,582
2014,223,1482752916,582
2014,273,1036934539,582
2014,144,961889545.7,582
2014,199,793686699.7,582
2014,456,534640806.6,582
2014,228,522283339.5,582
2014,964,509447628.8,582
2014,436,495960538,582
2014,544,477222387.7,582
2014,936,472634972,582
2014,518,345862656.4,582
2014,128,316687703.3,582
2014,196,316268190.5,582
2014,564,282639149.5,582
2014,182,272837644.1,582
2014,146,262929429.2,582
2014,926,229470250,582
2014,935,218828704.9,582
2014,293,186947353.4,582
2014,174,185381959.8,582
2014,213,174538527.9,582
2014,913,160217594.1,582
2014,941,136981199.3,582
2014,142,117676937.6,582
2014,172,104599679.3,582
2014,178,102442044.8,582
2014,968,99247107.59,582
2014,443,72308472.54,582
2014,722,58523274.57,582
2014,944,55041392.52,582
2014,946,51443050.06,582
2014,516,49585168.65,582
2014,918,47714080.34,582
2014,137,31519217.41,582
2014,423,28692859.05,582
2014,939,19729885.09,582
2014,181,9604997.771,582
