timeCode,partnerCountryCode,Value,
2014,223,2969220047,288
2014,922,1040974795,288
2014,213,713623455,288
2014,228,669556343,288
2014,138,429566453,288
2014,136,380036483,288
2014,186,292170622,288
2014,534,210978964,288
2014,111,206699130,288
2014,298,186014628,288
2014,578,149142325,288
2014,532,139603348,288
2014,436,134877714,288
2014,273,133550374,288
2014,293,125546002,288
2014,964,123530707,288
2014,132,114847747,288
2014,513,108724728,288
2014,218,106751344,288
2014,158,105217551,288
2014,134,96961328,288
2014,469,95853354,288
2014,184,78225410,288
2014,582,64328610,288
2014,744,61624480,288
2014,542,60557669,288
2014,174,58290925,288
2014,548,54772800,288
2014,238,53859238,288
2014,924,48442886,288
2014,112,46995309,288
2014,248,39884125,288
2014,233,37217994,288
2014,128,36993059,288
2014,299,34875295,288
2014,686,29605695,288
2014,536,29335716,288
2014,612,28130968,288
2014,466,27924794,288
2014,614,27246796,288
2014,182,27166046,288
2014,528,25206398,288
2014,429,23002689,288
2014,564,20931950,288
2014,443,19433489,288
2014,916,15666513,288
2014,694,15053731,288
2014,968,13908911,288
2014,646,12743008,288
2014,446,11928753,288
2014,314,8458186,288
2014,283,7780901,288
2014,146,6584644,288
2014,124,6244413,288
2014,558,6184558,288
2014,672,4325601,288
2014,967,4074083,288
2014,684,3722884,288
2014,156,3678035,288
2014,199,3557222,288
2014,144,3434407,288
2014,253,3400792,288
2014,366,3286573,288
2014,487,3270653,288
2014,339,2834186,288
2014,258,2759745,288
2014,419,2623664,288
2014,433,2403633,288
2014,353,2391187,288
2014,648,2269420,288
2014,634,2023364,288
2014,243,1821539,288
2014,624,1803633,288
2014,915,1677123,288
2014,674,1616413,288
2014,193,1453279,288
2014,576,1307651,288
2014,914,1305532,288
2014,636,1248799,288
2014,122,1231199,288
2014,722,1188060,288
2014,439,1118970,288
2014,456,1078797,288
2014,369,1062946,288
2014,642,1005836,288
2014,622,970637,288
2014,566,924369,288
2014,278,858101,288
2014,652,713918,288
2014,688,664432,288
2014,911,658290,288
2014,321,653593,288
2014,698,569172,288
2014,662,461719,288
2014,518,458850,288
2014,268,426243,288
2014,943,230332,288
2014,926,214545,288
2014,928,210995,288
2014,668,185475,288
2014,196,163254,288
2014,913,156823,288
2014,638,142412,288
2014,912,134765,288
2014,172,91914,288
2014,181,90360,288
2014,178,78851,288
2014,935,75650,288
2014,137,72407,288
2014,423,70394,288
2014,654,60854,288
2014,263,60844,288
2014,656,33023,288
2014,941,27112,288
2014,946,24891,288
2014,328,21600,288
2014,142,11907,288
2014,313,7974,288
2014,453,4825,288
2014,944,3735,288
2014,853,3725,288
2014,918,3559,288
2014,936,3474,288
