timeCode,partnerCountryCode,Value,
2014,136,1875614000,960
2014,963,1646687000,960
2014,961,1526640000,960
2014,134,1522698000,960
2014,122,826339000,960
2014,942,682042000,960
2014,944,461687000,960
2014,922,367644000,960
2014,132,299545000,960
2014,111,293524000,960
2014,138,214683000,960
2014,935,210195000,960
2014,112,204344000,960
2014,936,199988000,960
2014,964,183455000,960
2014,124,183404000,960
2014,943,172353000,960
2014,184,169599000,960
2014,146,164687000,960
2014,174,151824000,960
2014,962,139242000,960
2014,968,115409000,960
2014,186,115219000,960
2014,469,112405000,960
2014,181,103033000,960
2014,142,96942000,960
2014,144,93627000,960
2014,967,93340000,960
2014,456,92068000,960
2014,914,78060000,960
2014,924,68150000,960
2014,612,62105000,960
2014,918,58534000,960
2014,926,57687000,960
2014,233,54798000,960
2014,182,52150000,960
2014,158,48491000,960
2014,128,44332000,960
2014,466,41829000,960
2014,925,40917000,960
2014,446,34156000,960
2014,156,33481000,960
2014,436,32313000,960
2014,744,30457000,960
2014,672,29497000,960
2014,453,26555000,960
2014,916,25510000,960
2014,199,25068000,960
2014,172,23266000,960
2014,433,23065000,960
2014,913,23039000,960
2014,273,22815000,960
2014,137,22523000,960
2014,946,19451000,960
2014,686,18403000,960
2014,534,18097000,960
2014,178,17834000,960
2014,614,16487000,960
2014,912,15186000,960
2014,193,14965000,960
2014,582,14915000,960
2014,823,14444000,960
2014,223,13650000,960
2014,423,13294000,960
2014,941,12786000,960
2014,694,11468000,960
2014,429,11281000,960
2014,532,9604000,960
2014,738,9552000,960
2014,915,8610000,960
2014,536,8541000,960
2014,419,7545000,960
2014,513,7351000,960
2014,542,7029000,960
2014,732,6716000,960
2014,939,6421000,960
2014,578,6406000,960
2014,566,5712000,960
2014,238,5200000,960
2014,611,5186000,960
2014,528,4988000,960
2014,576,4594000,960
2014,443,4553000,960
2014,644,4078000,960
2014,524,4021000,960
2014,921,3695000,960
2014,439,3544000,960
2014,728,3293000,960
2014,548,2888000,960
2014,283,1955000,960
2014,293,1808000,960
2014,662,1684000,960
2014,449,1663000,960
2014,928,1529000,960
2014,339,1409000,960
2014,564,1348000,960
2014,228,1207000,960
2014,839,1173000,960
2014,668,972000,960
2014,911,963000,960
2014,176,805000,960
2014,684,786000,960
2014,518,731000,960
2014,196,715000,960
2014,652,679000,960
2014,248,662000,960
2014,213,559000,960
2014,714,538000,960
2014,664,462000,960
2014,813,378000,960
2014,718,368000,960
2014,917,325000,960
2014,688,305000,960
2014,258,249000,960
2014,646,242000,960
2014,463,218000,960
2014,253,191000,960
2014,927,189000,960
2014,826,187000,960
2014,742,169000,960
2014,656,163000,960
2014,299,158000,960
2014,298,152000,960
2014,634,128000,960
2014,724,117000,960
2014,819,110000,960
2014,218,86000,960
2014,923,86000,960
2014,512,83000,960
2014,954,82000,960
2014,748,80000,960
2014,722,68000,960
2014,474,63000,960
2014,622,59000,960
2014,366,59000,960
2014,364,58000,960
2014,313,56000,960
2014,556,49000,960
2014,638,48000,960
2014,632,45000,960
2014,369,43000,960
2014,948,38000,960
2014,678,36000,960
2014,522,34000,960
2014,746,34000,960
2014,288,31000,960
2014,278,28000,960
2014,487,28000,960
2014,692,26000,960
2014,243,25000,960
2014,754,22000,960
2014,319,21000,960
2014,514,18000,960
2014,516,18000,960
2014,343,18000,960
2014,642,16000,960
2014,618,15000,960
2014,558,14000,960
2014,643,12000,960
2014,353,10000,960
2014,816,7000,960
2014,544,6000,960
2014,636,5000,960
2014,263,4000,960
2014,321,3000,960
2014,676,3000,960
2014,682,3000,960
2014,546,2000,960
2014,726,2000,960
2014,311,1000,960
2014,887,1000,960
