timeCode,partnerCountryCode,Value,
2014,111,27471913646,299
2014,534,11999036972,299
2014,924,10263415771,299
2014,928,4180763637,299
2014,576,3831275311,299
2014,184,1570482727,299
2014,243,1279763216,299
2014,223,1174118238,299
2014,138,838587272.7,299
2014,548,782260471.8,299
2014,298,668456853,299
2014,144,613827090.9,299
2014,343,608589843.6,299
2014,278,606459533.5,299
2014,124,434151272.7,299
2014,233,399776980,299
2014,694,381210829.5,299
2014,112,307112818.2,299
2014,158,260140258,299
2014,132,122958818.2,299
2014,253,119276747.3,299
2014,186,111484304.5,299
2014,136,97063090.91,299
2014,686,82870242.73,299
2014,134,77758181.82,299
2014,273,72013279,299
2014,228,71074393.61,299
2014,369,65052110.59,299
2014,311,46329538.5,299
2014,213,38591166.13,299
2014,238,38518972.04,299
2014,258,36077818.18,299
2014,964,32349636.36,299
2014,156,31439446.38,299
2014,248,30728259.09,299
2014,172,29309545.45,299
2014,283,28530776.36,299
2014,174,26340090.91,299
2014,293,26277075,299
2014,528,19904545.45,299
2014,532,17205579.32,299
2014,439,15720230.47,299
2014,742,15683061.82,299
2014,962,14994735.24,299
2014,128,14001000,299
2014,542,13578337.27,299
2014,176,13135303.37,299
2014,353,12849010.53,299
2014,469,11333558.18,299
2014,314,9559824.601,299
2014,456,9151787.518,299
2014,263,7363906.151,299
2014,436,7363636.364,299
2014,218,5339703.636,299
2014,142,5053721.6,299
2014,961,4840727.273,299
2014,146,4770100.59,299
2014,578,4715544.315,299
2014,912,4515545.455,299
2014,935,3482636.364,299
2014,178,3099545.455,299
2014,336,2951343.975,299
2014,922,2912318.182,299
2014,968,2581909.091,299
2014,182,1924636.364,299
2014,199,1787504.401,299
2014,366,1089473.073,299
2014,193,927561.1631,299
2014,364,808128.1991,299
2014,446,766774.0865,299
2014,288,698777,299
2014,466,533280.1589,299
2014,754,531238.61,299
2014,268,484638.1182,299
2014,122,466000,299
2014,536,313102.7273,299
2014,944,250636.3636,299
2014,524,236703.0099,299
2014,722,209187.2727,299
2014,839,175373.0303,299
2014,196,133365.7036,299
2014,566,115013,299
2014,137,108545.4545,299
2014,433,92255.1327,299
2014,936,91727.27273,299
2014,926,85343.63636,299
2014,449,71223.54888,299
2014,614,63448.89941,299
2014,321,46599.27937,299
2014,453,46004.54894,299
2014,474,36118.13889,299
2014,646,31830.57627,299
2014,443,25935.00823,299
2014,423,21636.36364,299
2014,913,21454.54545,299
2014,960,16363.63636,299
2014,916,9666.29154,299
2014,127,6678.654026,299
2014,546,3993.304459,299
2014,564,3465.44948,299
2014,684,3280,299
2014,918,1636.363636,299
2014,181,1454.545455,299
2014,316,1378.561157,299
2014,946,909.0909091,299
2014,744,903.9407734,299
2014,612,871.9634149,299
2014,941,363.6363636,299
2014,939,90.90909091,299
