timeCode,partnerCountryCode,Value,
2014,111,3853800900,258
2014,253,1263967800,258
2014,268,885485200,258
2014,278,513738400,258
2014,273,433720400,258
2014,238,418317100,258
2014,542,293034100,258
2014,283,282125800,258
2014,138,272117500,258
2014,156,235995400,258
2014,158,162520900,258
2014,243,142241700,258
2014,134,118163100,258
2014,228,112739200,258
2014,184,98727700,258
2014,124,94236600,258
2014,463,92530700,258
2014,339,91920100,258
2014,136,75324800,258
2014,456,74901500,258
2014,299,71142200,258
2014,466,67616600,258
2014,744,67129400,258
2014,652,62103600,258
2014,528,60985100,258
2014,112,59140000,258
2014,926,55062500,258
2014,233,52880900,258
2014,174,50456200,258
2014,263,45812800,258
2014,924,42653100,258
2014,314,37424700,258
2014,293,30472200,258
2014,248,28060400,258
2014,672,27545400,258
2014,132,22930400,258
2014,343,20156000,258
2014,223,19110800,258
2014,536,18663900,258
2014,369,18629700,258
2014,656,18558700,258
2014,928,17022400,258
2014,634,15200100,258
2014,662,12656700,258
2014,922,12578400,258
2014,534,11886600,258
2014,439,11708700,258
2014,513,11193400,258
2014,142,11003000,258
2014,172,9465400,258
2014,186,9375200,258
2014,564,9207300,258
2014,193,8999200,258
2014,638,8982200,258
2014,576,8780400,258
2014,469,8409100,258
2014,548,7566700,258
2014,532,7361700,258
2014,436,7209900,258
2014,199,6724600,258
2014,961,5870500,258
2014,636,5459300,258
2014,443,5396500,258
2014,964,4651800,258
2014,558,3955600,258
2014,144,3789400,258
2014,336,3731500,258
2014,578,3475900,258
2014,213,3096700,258
2014,313,3039500,258
2014,524,2952600,258
2014,196,2795400,258
2014,146,2603300,258
2014,366,2409100,258
2014,182,2196600,258
2014,446,1983500,258
2014,918,1967600,258
2014,316,1866300,258
2014,732,1728500,258
2014,218,1634800,258
2014,298,1629000,258
2014,353,1541800,258
2014,582,1240600,258
2014,664,1069900,258
2014,288,975700,258
2014,686,921600,258
2014,128,871000,258
2014,328,846600,258
2014,361,792500,258
2014,518,709300,258
2014,419,651100,258
2014,122,497100,258
2014,968,492800,258
2014,566,463300,258
2014,178,452200,258
2014,311,432400,258
2014,722,427600,258
2014,954,418900,258
2014,449,387900,258
2014,364,367800,258
2014,362,367400,258
2014,319,339700,258
2014,474,324600,258
2014,612,263900,258
2014,941,250800,258
2014,935,248700,258
2014,512,181300,258
2014,688,159500,258
2014,453,150600,258
2014,433,139600,258
2014,321,135500,258
2014,962,117800,258
2014,914,110500,258
2014,176,102000,258
2014,946,87200,258
2014,939,81100,258
2014,546,78800,258
2014,944,54300,258
2014,181,33100,258
2014,624,25300,258
2014,544,24000,258
2014,915,19000,258
2014,622,17400,258
2014,644,16000,258
2014,684,12100,258
2014,522,8200,258
2014,887,8000,258
2014,754,7700,258
2014,853,5400,258
2014,718,3600,258
2014,960,1100,258
2014,714,500,258
2014,137,100,258
