timeCode,partnerCountryCode,Value,
2014,158,66585974.92,312
2014,343,34260011.82,312
2014,311,18770655.08,312
2014,369,11766124.67,312
2014,362,8582402.097,312
2014,361,7535440.914,312
2014,336,5220879.055,312
2014,316,4796039.625,312
2014,456,3380436.106,312
2014,199,2758551.129,312
2014,132,2510727.273,312
2014,136,2018272.727,312
2014,112,2009363.636,312
2014,469,1915318.182,312
2014,328,1600108.866,312
2014,111,1376663.636,312
2014,364,1329912.331,312
2014,528,702727.2727,312
2014,924,514930.9091,312
2014,314,423912.646,312
2014,542,390320.9091,312
2014,138,379909.0909,312
2014,366,366530.0802,312
2014,578,354567.4709,312
2014,686,336970,312
2014,156,320896.6401,312
2014,288,305982,312
2014,946,280000,312
2014,193,273955.5989,312
2014,313,256476.7799,312
2014,722,235430.9091,312
2014,536,223261.8182,312
2014,913,162636.3636,312
2014,223,146442,312
2014,576,129009.5722,312
2014,738,127728.1337,312
2014,524,125357.8227,312
2014,299,114101.8715,312
2014,243,102298.3403,312
2014,186,97560,312
2014,534,61798.18182,312
2014,564,59592.06773,312
2014,612,56632.89789,312
2014,664,48950.76385,312
2014,964,46727.27273,312
2014,253,43623.63636,312
2014,948,37195.37987,312
2014,446,34260.58278,312
2014,944,31090.90909,312
2014,263,26563.44264,312
2014,233,25952.72727,312
2014,144,20454.54545,312
2014,624,18645.52238,312
2014,142,17520.98245,312
2014,293,16495,312
2014,548,16494.54545,312
2014,922,16040.90909,312
2014,754,15799.09091,312
2014,196,15736.91859,312
2014,238,15553.31818,312
2014,134,14000,312
2014,674,13486.55351,312
2014,916,10014.36728,312
2014,353,9553.656466,312
2014,912,8636.363636,312
2014,213,6775.614186,312
2014,941,5909.090909,312
2014,662,5776.867304,312
2014,298,5711.794737,312
2014,917,5206.558067,312
2014,474,3689.848491,312
2014,319,3683.696135,312
2014,926,3542.727273,312
2014,178,3454.545455,312
2014,968,3090.909091,312
2014,228,1512.981818,312
2014,128,1363.636364,312
2014,124,1090.909091,312
2014,184,1090.909091,312
2014,939,727.2727273,312
2014,268,619.6909091,312
2014,122,454.5454545,312
2014,218,375.4545455,312
2014,622,327.8262275,312
2014,918,181.8181818,312
2014,258,181.8181818,312
2014,278,115.7913594,312
2014,566,95,312
2014,962,20.01194556,312
