timeCode,partnerCountryCode,Value,
2014,111,42495621308,534
2014,466,33170093538,534
2014,532,13507652205,534
2014,924,13251990617,534
2014,456,12797221969,534
2014,112,9676971809,534
2014,576,9644913886,534
2014,134,7745644647,534
2014,223,6973001528,534
2014,138,6734020762,534
2014,513,6579875278,534
2014,582,6508223831,534
2014,524,6433181399,534
2014,124,5884919476,534
2014,158,5732289934,534
2014,199,5614385988,534
2014,186,5574124950,534
2014,136,5365797529,534
2014,132,5095288912,534
2014,542,4709018945,534
2014,548,4604960129,534
2014,664,4477174278,534
2014,536,4453092677,534
2014,429,4413613850,534
2014,558,4405077643,534
2014,436,3584495591,534
2014,578,3484617564,534
2014,738,3460120254,534
2014,184,3146185464,534
2014,469,3142758689,534
2014,273,2919879593,534
2014,694,2873617948,534
2014,193,2666280835,534
2014,449,2359127021,534
2014,922,2215660498,534
2014,564,2181822899,534
2014,156,2169575544,534
2014,528,2115016515,534
2014,688,1875484145,534
2014,439,1613692635,534
2014,684,1443840084,534
2014,566,1436335194,534
2014,474,1332321754,534
2014,453,1266969815,534
2014,443,1198569306,534
2014,146,1129264129,534
2014,233,1128520315,534
2014,964,1088052012,534
2014,612,1078070082,534
2014,732,880389101,534
2014,518,869037564,534
2014,433,785464009,534
2014,144,766407258,534
2014,644,762373809,534
2014,293,754606193,534
2014,128,747357465,534
2014,178,725986443,534
2014,182,676113748,534
2014,652,669502660,534
2014,742,665542974,534
2014,228,617294210,534
2014,614,609202132,534
2014,823,568926744,534
2014,746,550766517,534
2014,638,530362844,534
2014,213,498304325,534
2014,722,478699022,534
2014,419,474728078,534
2014,512,443054940,534
2014,968,426954080,534
2014,926,406180201,534
2014,181,401882556,534
2014,935,398040328,534
2014,754,380551791,534
2014,122,367775793,534
2014,174,365928084,534
2014,172,357080506,534
2014,944,352625592,534
2014,686,343158928,534
2014,726,335294310,534
2014,196,322166821,534
2014,514,303346016,534
2014,446,301998209,534
2014,248,297900497,534
2014,611,297116345,534
2014,662,288227871,534
2014,283,271732825,534
2014,744,268335760,534
2014,668,261464080,534
2014,656,257858499,534
2014,142,243996051,534
2014,916,243114717,534
2014,676,243103511,534
2014,299,237772474,534
2014,961,230837674,534
2014,622,230808649,534
2014,918,230351506,534
2014,634,225413268,534
2014,258,221601633,534
2014,636,220621532,534
2014,298,217687578,534
2014,463,217032711,534
2014,698,197770875,534
2014,674,196682690,534
2014,672,196337081,534
2014,960,191004272,534
2014,927,168957010,534
2014,268,161834141,534
2014,522,153543144,534
2014,556,139835150,534
2014,243,139258108,534
2014,714,134898300,534
2014,678,131525333,534
2014,936,129870848,534
2014,313,122840585,534
2014,728,115782936,534
2014,946,115563598,534
2014,748,113990633,534
2014,912,112207964,534
2014,369,106110058,534
2014,941,104159929,534
2014,925,100544523,534
2014,288,98874986,534
2014,915,98393941,534
2014,911,95654767,534
2014,238,93741471,534
2014,648,88491949,534
2014,724,83679162,534
2014,692,83111823,534
2014,954,75282740,534
2014,263,73323219,534
2014,939,68602532,534
2014,218,68505629,534
2014,278,65200081,534
2014,544,63467200,534
2014,253,60463187,534
2014,923,59981644,534
2014,682,59750812,534
2014,423,54924778,534
2014,853,52444918,534
2014,819,51441013,534
2014,913,51208247,534
2014,616,50614713,534
2014,353,44875454,534
2014,516,42607964,534
2014,646,40957261,534
2014,666,39781824,534
2014,943,39646470,534
2014,718,37519945,534
2014,343,36332627,534
2014,928,36313736,534
2014,917,36109740,534
2014,628,35199778,534
2014,618,30764850,534
2014,734,26351922,534
2014,366,25432257,534
2014,336,23400335,534
2014,339,22969356,534
2014,176,20355459,534
2014,914,19262128,534
2014,963,18103691,534
2014,654,17469929,534
2014,632,16511284,534
2014,642,14392996,534
2014,643,14200590,534
2014,945,13975569,534
2014,962,13380436,534
2014,839,12674979,534
2014,921,9797142,534
2014,316,9411508,534
2014,137,9324543,534
2014,948,7927599,534
2014,626,6411326,534
2014,624,4245667,534
2014,862,3697988,534
2014,314,3420938,534
2014,537,3189863,534
2014,319,3117074,534
2014,887,3012965,534
2014,816,2699204,534
2014,362,2375797,534
2014,321,2374227,534
2014,311,2241887,534
2014,846,2228353,534
2014,813,2227794,534
2014,716,1669807,534
2014,328,1535114,534
2014,326,1145169,534
2014,361,1137158,534
2014,866,1108103,534
2014,546,921406,534
2014,826,882183,534
2014,364,726729,534
2014,829,235988,534
2014,856,201988,534
2014,565,67063,534
2014,869,66573,534
2014,859,39246,534
2014,857,35611,534
2014,836,22873,534
2014,363,1717,534
