timeCode,partnerCountryCode,Value,
2014,111,2451527366,253
2014,268,747720364,253
2014,258,708146130,253
2014,278,335997913,253
2014,238,242398573,253
2014,283,142222335,253
2014,243,84172469,253
2014,184,66352619,253
2014,273,64809071,253
2014,156,64414679,253
2014,542,41075226,253
2014,138,35379239,253
2014,136,24971511,253
2014,134,23306071,253
2014,193,16383298,253
2014,158,15880751,253
2014,528,15609637,253
2014,343,14473915,253
2014,196,14245848,253
2014,228,12999229,253
2014,233,12791781,253
2014,299,12662151,253
2014,339,11415981,253
2014,112,9030309,253
2014,223,8164321,253
2014,124,7858253,253
2014,263,7758282,253
2014,132,7596829,253
2014,534,7010071,253
2014,928,6923647,253
2014,924,5747873,253
2014,248,5135095,253
2014,144,4985211,253
2014,532,4586168,253
2014,369,4072890,253
2014,439,3371959,253
2014,582,3264635,253
2014,336,3092952,253
2014,199,2846304,253
2014,142,2825258,253
2014,293,2407759,253
2014,218,1829366,253
2014,182,1415309,253
2014,174,1305949,253
2014,446,1029492,253
2014,186,1029139,253
2014,935,808711,253
2014,146,755010,253
2014,936,640490,253
2014,172,620660,253
2014,313,498875,253
2014,353,492423,253
2014,316,429283,253
2014,564,371151,253
2014,576,358320,253
2014,648,317646,253
2014,686,313758,253
2014,122,301509,253
2014,298,273263,253
2014,288,263418,253
2014,213,262191,253
2014,922,260325,253
2014,466,243595,253
2014,548,241662,253
2014,314,233334,253
2014,566,210906,253
2014,536,195144,253
2014,612,168370,253
2014,513,150889,253
2014,722,136081,253
2014,652,126585,253
2014,366,123699,253
2014,968,120980,253
2014,436,111890,253
2014,964,96639,253
2014,423,88660,253
2014,578,78129,253
2014,946,67548,253
2014,622,65127,253
2014,328,53933,253
2014,469,52221,253
2014,178,47434,253
2014,911,44859,253
2014,321,42403,253
2014,419,32375,253
2014,664,31785,253
2014,954,27757,253
2014,128,24467,253
2014,311,22014,253
2014,546,21411,253
2014,614,19998,253
2014,887,18470,253
2014,961,13612,253
2014,463,12555,253
2014,362,10934,253
2014,524,9518,253
2014,319,6564,253
2014,456,5727,253
2014,823,4028,253
2014,453,4000,253
2014,944,3520,253
2014,926,3156,253
2014,449,2500,253
2014,137,2328,253
2014,522,1973,253
2014,918,1816,253
2014,718,1450,253
2014,684,1047,253
2014,326,560,253
2014,915,37,253
