timeCode,partnerCountryCode,Value,
2014,134,31083601700,944
2014,122,6228699000,944
2014,968,6141533100,944
2014,936,5544775200,944
2014,136,5188109000,944
2014,132,5066129800,944
2014,964,4359640400,944
2014,935,4312587500,944
2014,112,4119125300,944
2014,138,3300959400,944
2014,184,2972136100,944
2014,922,2558642300,944
2014,926,2313638900,944
2014,124,2032947700,944
2014,111,2010615500,944
2014,186,1697087000,944
2014,924,1666906900,944
2014,960,1551261000,944
2014,942,1424893800,944
2014,961,1238611900,944
2014,144,1131263100,944
2014,918,1131032100,944
2014,146,947402800,944
2014,128,926365500,944
2014,273,473743000,944
2014,158,465953000,944
2014,174,406029400,944
2014,963,405370300,944
2014,436,337470100,944
2014,182,319988200,944
2014,172,302908800,944
2014,542,287530500,944
2014,223,254771500,944
2014,941,252897100,944
2014,532,247227800,944
2014,946,242955300,944
2014,469,225299300,944
2014,178,222048900,944
2014,939,219019100,944
2014,199,215604100,944
2014,962,213314200,944
2014,142,202835300,944
2014,913,186087400,944
2014,156,177759800,944
2014,466,170606800,944
2014,193,167588500,944
2014,916,165040600,944
2014,534,158244100,944
2014,686,157133200,944
2014,576,146689300,944
2014,456,146202300,944
2014,612,135110100,944
2014,744,134612400,944
2014,921,122384000,944
2014,694,111832200,944
2014,137,100477400,944
2014,528,84671800,944
2014,582,78349500,944
2014,912,76769700,944
2014,446,74391100,944
2014,423,66099300,944
2014,943,65683300,944
2014,927,63437400,944
2014,548,63036300,944
2014,914,62809800,944
2014,915,56165500,944
2014,578,53546800,944
2014,967,44128100,944
2014,228,43112000,944
2014,439,40653700,944
2014,429,33887900,944
2014,233,33038400,944
2014,652,30263900,944
2014,536,28524200,944
2014,925,26660300,944
2014,564,24073500,944
2014,722,23360300,944
2014,443,22518600,944
2014,181,22206900,944
2014,433,21461600,944
2014,453,21452700,944
2014,196,21017200,944
2014,911,20139000,944
2014,664,18645300,944
2014,917,17800000,944
2014,213,17212900,944
2014,622,16760400,944
2014,293,15978200,944
2014,299,13913800,944
2014,656,13406500,944
2014,672,13352100,944
2014,566,11918700,944
2014,948,11237800,944
2014,662,10759900,944
2014,512,10645300,944
2014,614,9413400,944
2014,474,9379600,944
2014,449,9168600,944
2014,746,8672600,944
2014,238,8416700,944
2014,644,7582400,944
2014,463,7383100,944
2014,513,6772900,944
2014,419,6656500,944
2014,638,6123900,944
2014,634,6102300,944
2014,688,5858600,944
2014,923,5837300,944
2014,248,5692000,944
2014,738,5487400,944
2014,748,5485400,944
2014,176,5390300,944
2014,343,5360700,944
2014,283,4469700,944
2014,624,4388800,944
2014,243,4153000,944
2014,518,3888000,944
2014,298,3578300,944
2014,678,3261000,944
2014,258,3204300,944
2014,839,3186100,944
2014,369,2859200,944
2014,628,2780200,944
2014,546,2639500,944
2014,682,2607000,944
2014,524,2268900,944
2014,636,2205900,944
2014,268,2114500,944
2014,684,1913700,944
2014,724,1865200,944
2014,648,1774300,944
2014,754,1672300,944
2014,698,1510500,944
2014,742,1500100,944
2014,366,1452900,944
2014,339,1452400,944
2014,646,1438700,944
2014,718,1437000,944
2014,692,1258400,944
2014,218,1243300,944
2014,928,1153100,944
2014,732,1136300,944
2014,288,1130400,944
2014,728,1102300,944
2014,714,989400,944
2014,611,876800,944
2014,616,857200,944
2014,278,856600,944
2014,253,817500,944
2014,674,799600,944
2014,668,720900,944
2014,263,704000,944
2014,316,687400,944
2014,558,676400,944
2014,516,515800,944
2014,823,496900,944
2014,522,414000,944
2014,676,396600,944
2014,816,323200,944
2014,853,297300,944
2014,642,273400,944
2014,626,249500,944
2014,556,214300,944
2014,336,150900,944
2014,311,139300,944
2014,618,109500,944
2014,362,106700,944
2014,321,104200,944
2014,313,83000,944
2014,319,71600,944
2014,726,60100,944
2014,643,37300,944
2014,632,31800,944
2014,654,30700,944
2014,364,20400,944
2014,361,19200,944
2014,544,11800,944
2014,314,10200,944
2014,819,7600,944
2014,836,4200,944
2014,326,3100,944
2014,826,1900,944
2014,565,500,944
2014,862,500,944
2014,666,100,944
